manifest_json
https://collections.library.yale.edu/manifests/15350031
https://collections.library.yale.edu/manifests/15483060
https://collections.library.yale.edu/manifests/15483113
https://collections.library.yale.edu/manifests/15352317
https://collections.library.yale.edu/manifests/15502057
https://collections.library.yale.edu/manifests/15483035
https://collections.library.yale.edu/manifests/15471514
https://collections.library.yale.edu/manifests/15475670
https://collections.library.yale.edu/manifests/15483902
https://collections.library.yale.edu/manifests/15487193
https://collections.library.yale.edu/manifests/15259756
https://collections.library.yale.edu/manifests/15483061
https://collections.library.yale.edu/manifests/15352111
https://collections.library.yale.edu/manifests/15352203
https://collections.library.yale.edu/manifests/15476492
https://collections.library.yale.edu/manifests/15494132
